ERCC_ID	expected fold-change ratio	FC_Trim_Rn4	FC_Untrim_Rn4	FC_Trim_Rn6	FC_Untrim_Rn6
ERCC-00044	0.67	2.44240496276943	2.41114669838167	2.44843160268367	2.40696643340101
ERCC-00046	0.5	1.70365134440894	1.74859625321401	1.7057818953449	1.74603864472228
ERCC-00048	0.5	-21.8431282725162	-2.31781021704015	-23.1980759214243	-2.35411141870881
ERCC-00051	1	1.66703847072984	1.53781381583257	1.65666835403844	1.53589705398269
ERCC-00053	1	2.04673705833786	2.04738686432405	2.04757966675145	2.04385815594106
ERCC-00054	0.67	1.88139192178546	2.12358881944487	1.87673769517208	2.12094501878688
ERCC-00057	0.67	1	1	1	1
ERCC-00058	0.67	1.33875434348901	1.54653085545554	1.34008626381244	1.54384609354873
ERCC-00059	0.5	1.59481061013137	1.66998198332085	1.5920603125361	1.66735737777063
ERCC-00060	1	1.69286900179471	1.75273617756573	1.69527597020906	1.75045650583927
ERCC-00061	0.5	-12.3642107544626	1.52077555799959	-2.30389216166562	1.52950766377019
ERCC-00062	4	2.23398316669675	2.3053566146347	2.23379776120276	2.30138569339714
ERCC-00067	1	4.55500705960937	5.28954259567936	4.56002378474594	5.28089079379786
ERCC-00069	0.5	1.48400904121705	1.97270563126859	1.4854835417682	1.96928182091647
ERCC-00071	0.67	1.51440566110197	1.52675725463797	1.51295143878188	1.52425401461236
ERCC-00073	1	3.69721591824031	-2.58075218811658	3.61516677156792	-2.71341556827063
ERCC-00074	0.67	1.64881275804772	1.71722044852635	1.65076347813627	1.71443596282197
ERCC-00075	1	-2.18031118877145	1	-3.73734646717568	1
ERCC-00076	0.67	1.55756932748128	1.54575603442717	1.55928760813492	1.54322592086861
ERCC-00077	0.5	1.66591015000822	1.94901326942667	1.67303514928856	1.946592199322
ERCC-00078	0.5	1.59425750187254	1.61189745775779	1.59587438507395	1.60912261512972
ERCC-00079	0.5	1.69265678067132	1.64740872277447	1.69454588156931	1.64470889275765
ERCC-00081	0.5	-1.71480816164025	-2.88080957487828	-1.85508943045332	-2.97308465802565
ERCC-00083	4	6.84131211502068	1	7.00688098247145	1
ERCC-00084	0.67	1.42536231942053	1.5436171587638	1.4268042912828	1.54095949843039
ERCC-00085	4	1.76834813425166	2.30570990242426	2.17251412542584	2.30180577426975
ERCC-00086	0.5	-1.07750945430979	-1.44611384308019	-1.08590077355451	-1.46149858849503
ERCC-00092	4	2.09604487093524	2.17448911497672	2.09813272934479	2.17071823567318
ERCC-00095	4	2.91881774745368	2.97504974987739	2.91807209202873	2.97037883699842
ERCC-00096	1	1.99526330511304	2.04087758177225	1.99745602466047	2.03748348302184
ERCC-00097	4	6.03315655210548	-1.01596364529608	5.46046171016529	-1.0236535304005
ERCC-00098	0.67	2.30076095933553	13.1087887998611	2.3420786496763	13.7584924248417
ERCC-00099	0.67	1.75854906983737	1.84442251250263	1.75708895198086	1.84119283137668
ERCC-00104	1	-47.7994101206085	-8.94810332689461	-50.0720956608888	-9.25948870858925
ERCC-00108	4	2.12064528605897	2.22061147960001	2.12348674046954	2.21783772763141
ERCC-00109	1	-1.47532188049176	1.03627281397555	-1.47360616516926	1.03463097958346
ERCC-00111	0.67	1.76457866259763	1.83188438695253	1.76636762888364	1.82872639825212
ERCC-00112	0.5	1.6432676281041	1.72304762096981	1.64489819596521	1.7200591893614
ERCC-00113	0.67	1.65004313462952	1.65764207428565	1.65171698008289	1.65501638651592
ERCC-00116	4	2.69429592535477	2.71975577917084	2.69683677750864	2.71491748294306
ERCC-00117	1	1	1	1	1
ERCC-00120	0.67	1.41544283863521	1.61514850593393	1.40606853326124	1.60302599464183
ERCC-00123	4	-1.49339639412218	-1.86144501703364	-1.13558968501746	-1.89060138019534
ERCC-00126	1	1.01755858202123	-1.06955051235104	-1.0414634068269	-1.09785463661525
ERCC-00130	4	2.56138870525541	2.62016421332923	2.56376965626129	2.61559691465076
ERCC-00131	4	1.97671767110362	2.02490637517768	1.98735311080971	2.01972545162439
ERCC-00134	4	1.43238611975766	1.3751551008004	1.43518484565113	1.39566350775594
ERCC-00136	4	2.83119143951213	2.93033206235883	2.83941513095942	2.93090218909534
ERCC-00137	0.5	-1.83001920012371	-2.23943438216937	-2.04625091058327	-2.29874619704271
ERCC-00138	1	1.8201622897716	3.38219832468876	1.82199572852625	3.46432680361686
ERCC-00142	1	1	1	1	1
ERCC-00143	0.67	2.87145947805305	2.51294477378253	2.87448644109735	2.50871670124034
ERCC-00144	4	2.27499667885475	1.94747144287005	2.28523788874275	1.94438567767316
ERCC-00145	0.67	1.55458240014842	1.58231032477231	1.55620158027335	1.57908870720326
ERCC-00147	4	2.65739152206051	-1.46564468660247	2.64256737869005	-1.48123509100085
ERCC-00148	1	1.61600485867669	1.76099433899884	1.61729111666751	1.75826070970239
ERCC-00150	1	-1.07526969938971	1.15038011462589	-1.05541738307056	1.12071452580157
ERCC-00154	4	1.69434391025511	1.62540516377346	1.70874134830519	1.62283089034045
ERCC-00156	4	4.12692014333432	-1.66997969161819	4.1592774383551	-1.70132622034045
ERCC-00157	0.67	1.60115889865982	1.4468479952629	1.60277566860234	1.44435295173074
ERCC-00158	1	1.00334899038875	2.23403543126612	-1.06365467698215	2.26596913767974
ERCC-00160	0.5	1.52676045198488	1.65142925003306	1.52272823466507	1.64185686275455
ERCC-00162	0.67	1.67492364359488	1.69349277555025	1.67688791298959	1.69082744047468
ERCC-00163	0.5	1.38645011519461	1.51030671443489	1.38043096383317	1.50791358134418
ERCC-00164	0.67	1.37436346745232	1.59165778145263	1.3757519193377	1.58891360747465
ERCC-00165	0.5	1.64248463933944	1.62824636182374	1.64418496198603	1.62548930864508
ERCC-00168	0.5	1.80701143651486	1.95610738619812	1.92942199159951	1.95273342996915
ERCC-00170	4	1.89682975140423	1.77539542561167	1.89873821683899	1.77233511046525
ERCC-00171	1	1.77975699042869	1.84144928130024	1.78210076338194	1.83902557794274
